participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.trial_to_pay,player.amount_earned_on_priors_social,player.test_question_1,player.test_question_2,player.test_question_3,player.test_question_4,player.payoff,group.id_in_subsession,group.option1,group.option2,group.amount_offered,group.option_chosen,group.current_opponent,group.payout,group.soc_or_no,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,13,5,13,Option 1,square,7,Social,1,28,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,17,19,17,Option 1,triangle,3,Social,1,29,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,9,9,Option 2,circle,11,Social,1,30,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,11,11,Option 2,square,9,Social,1,31,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,8,8,Option 2,triangle,12,Social,1,32,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,6,18,6,Option 1,square,14,Social,1,33,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,18,16,16,Option 2,circle,4,Social,1,34,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,11,17,11,Option 1,square,9,Social,1,35,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,13,3,13,Option 1,circle,7,Social,1,36,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,6,6,Option 2,square,14,Social,1,37,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,2,6,6,Option 2,triangle,0,Social,0,38,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,11,19,11,Option 1,square,9,Social,1,39,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,1,11,11,Option 2,triangle,9,Social,1,40,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,18,16,16,Option 2,triangle,4,Social,1,41,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,2,16,16,Option 2,triangle,4,Social,1,42,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,6,6,Option 2,circle,14,Social,1,43,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,0,20,20,Option 2,square,0,Social,1,44,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,17,5,5,Option 2,circle,15,Social,1,45,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,15,9,9,Option 2,circle,11,Social,1,46,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,18,14,14,Option 2,circle,6,Social,1,47,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,8,14,8,Option 1,circle,12,Social,1,48,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,5,7,Option 1,circle,13,Social,1,49,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,8,14,8,Option 1,triangle,0,Social,0,50,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,1,3,3,Option 2,triangle,0,Social,0,51,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,16,0,16,Option 1,triangle,4,Social,1,52,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,1,9,9,Option 2,square,11,Social,1,53,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,13,15,13,Option 1,square,7,Social,1,54,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,8,2,2,Option 2,square,18,Social,1,55,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,19,1,1,Option 2,circle,19,Social,1,56,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,20,20,Option 2,triangle,0,Social,1,57,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,15,11,11,Option 2,square,9,Social,1,58,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,13,7,Option 1,square,13,Social,1,59,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,1,5,5,Option 2,triangle,0,Social,0,60,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,3,19,19,Option 2,triangle,1,Social,1,61,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,17,5,5,Option 2,triangle,0,Social,0,62,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,16,0,16,Option 1,square,4,Social,1,63,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,8,16,8,Option 1,square,12,Social,1,64,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,20,8,8,Option 2,circle,0,Social,0,65,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,10,14,10,Option 1,triangle,10,Social,1,66,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,18,2,2,Option 2,square,18,Social,1,67,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,0,6,6,Option 2,triangle,14,Social,1,68,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,20,14,14,Option 2,circle,6,Social,1,69,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,9,11,11,Option 2,square,9,Social,1,70,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,12,8,8,Option 2,square,12,Social,1,71,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,3,15,15,Option 2,circle,5,Social,1,72,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,3,17,17,Option 2,square,3,Social,1,73,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,9,17,9,Option 1,square,11,Social,1,74,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,12,12,Option 2,triangle,8,Social,1,75,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,15,11,11,Option 2,circle,9,Social,1,76,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,17,7,Option 1,triangle,13,Social,1,77,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,19,7,7,Option 2,circle,13,Social,1,78,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,7,15,7,Option 1,triangle,13,Social,1,79,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,6,20,6,Option 1,circle,14,Social,1,80,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,6,16,16,Option 2,square,4,Social,1,81,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,2,12,12,Option 2,square,8,Social,1,82,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,17,15,15,Option 2,circle,5,Social,1,83,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,13,17,13,Option 1,triangle,7,Social,1,84,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,10,10,Option 2,triangle,10,Social,1,85,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,12,16,12,Option 1,square,8,Social,1,86,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,3,11,11,Option 2,triangle,9,Social,1,87,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,16,8,8,Option 2,square,12,Social,1,88,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,2,4,4,Option 2,triangle,16,Social,1,89,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,14,0,14,Option 1,circle,6,Social,1,90,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,3,11,11,Option 2,triangle,9,Social,1,91,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,4,18,4,Option 1,square,16,Social,1,92,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,5,17,5,Option 1,circle,15,Social,1,93,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,15,9,9,Option 2,circle,11,Social,1,94,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,,,,,,,0,1,19,7,7,Option 2,triangle,0,Social,0,95,rgoo4dc6,,,,,,0
1,l7atvoa0,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.61.234.242,2017-11-17 08:54:27.097171+00:00,1,,,0,1,48,12,,,,,0,1,6,20,6,Option 1,triangle,14,Social,1,96,rgoo4dc6,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,4,6,6,Option 2,circle,14,Social,1,1,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,17,9,9,Option 2,triangle,0,Social,0,2,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,9,11,11,Option 2,triangle,9,Social,1,3,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,4,20,20,Option 2,triangle,0,Social,1,4,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,13,19,13,Option 1,square,7,Social,1,5,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,7,11,11,Option 2,square,9,Social,1,6,e2egylun,,,,,,0
1,hb98046q,,0,1729,1729,my_ultimatum_3cond_interleafed,120,Final,10.137.147.163,2017-11-17 09:32:19.627822+00:00,1,,,0,1,,,,,,,0,1,4,18,18,Option 2,circle,2,Social,1,7,e2egylun,,,,,,0
