offer	option1	option2	sub_name	trial
10	10	20	Sub_91egq0cy	9
8	8	20	Sub_91egq0cy	10
2	2	4	Sub_91egq0cy	11
6	6	8	Sub_91egq0cy	12
6	6	12	Sub_91egq0cy	13
5	5	11	Sub_91egq0cy	14
1	1	11	Sub_91egq0cy	15
0	0	16	Sub_91egq0cy	16
5	5	11	Sub_91egq0cy	17
8	8	14	Sub_91egq0cy	18
10	10	14	Sub_91egq0cy	19
2	2	18	Sub_91egq0cy	20
4	4	14	Sub_91egq0cy	21
5	5	11	Sub_91egq0cy	22
4	4	20	Sub_91egq0cy	23
13	13	17	Sub_91egq0cy	24
1	1	13	Sub_91egq0cy	25
4	4	8	Sub_91egq0cy	26
1	15	1	Sub_91egq0cy	27
10	10	20	Sub_91egq0cy	28
2	2	10	Sub_91egq0cy	29
3	5	3	Sub_91egq0cy	30
9	9	19	Sub_91egq0cy	31
5	19	5	Sub_91egq0cy	32
1	1	5	Sub_91egq0cy	33
1	9	1	Sub_91egq0cy	34
4	4	18	Sub_91egq0cy	35
10	12	10	Sub_91egq0cy	36
0	0	2	Sub_91egq0cy	37
2	16	2	Sub_91egq0cy	38
1	1	3	Sub_91egq0cy	39
9	9	17	Sub_91egq0cy	40
4	4	12	Sub_91egq0cy	41
12	12	14	Sub_91egq0cy	42
3	5	3	Sub_91egq0cy	43
9	19	9	Sub_91egq0cy	44
8	8	20	Sub_91egq0cy	45
16	16	20	Sub_91egq0cy	46
1	1	11	Sub_91egq0cy	47
7	7	11	Sub_91egq0cy	48
12	12	14	Sub_91egq0cy	49
0	0	20	Sub_91egq0cy	50
13	13	17	Sub_91egq0cy	51
5	5	7	Sub_91egq0cy	52
9	11	9	Sub_91egq0cy	53
6	6	10	Sub_91egq0cy	54
5	5	13	Sub_91egq0cy	55
3	17	3	Sub_91egq0cy	56
5	5	15	Sub_91egq0cy	57
13	13	19	Sub_91egq0cy	58
13	15	13	Sub_91egq0cy	59
3	3	9	Sub_91egq0cy	60
6	6	18	Sub_91egq0cy	61
7	7	17	Sub_91egq0cy	62
16	16	8	Sub_91egq0cy	63
0	0	12	Sub_91egq0cy	64
9	9	17	Sub_91egq0cy	65
2	2	16	Sub_91egq0cy	66
0	0	16	Sub_91egq0cy	67
10	16	10	Sub_91egq0cy	68
0	0	14	Sub_91egq0cy	69
0	0	18	Sub_91egq0cy	70
3	3	9	Sub_91egq0cy	71
17	17	19	Sub_91egq0cy	72
7	9	7	Sub_91egq0cy	73
8	8	14	Sub_91egq0cy	74
15	15	19	Sub_91egq0cy	75
2	2	10	Sub_91egq0cy	76
4	8	4	Sub_91egq0cy	77
7	13	7	Sub_91egq0cy	78
4	4	6	Sub_91egq0cy	79
0	0	10	Sub_91egq0cy	80
14	18	14	Sub_91egq0cy	81
10	10	20	Sub_91egq0cy	82
11	13	11	Sub_91egq0cy	83
4	4	18	Sub_91egq0cy	84
7	17	7	Sub_91egq0cy	85
0	0	2	Sub_91egq0cy	86
7	7	9	Sub_91egq0cy	87
1	1	13	Sub_91egq0cy	88
3	15	3	Sub_91egq0cy	89
8	8	14	Sub_91egq0cy	90
3	3	7	Sub_91egq0cy	91
3	3	5	Sub_91egq0cy	92
6	16	6	Sub_91egq0cy	93
8	8	10	Sub_91egq0cy	94
8	8	12	Sub_91egq0cy	95
1	1	7	Sub_91egq0cy	96
12	12	20	Sub_9qpxwee5	1
14	14	0	Sub_9qpxwee5	2
6	20	6	Sub_9qpxwee5	3
4	4	18	Sub_9qpxwee5	4
2	6	2	Sub_9qpxwee5	5
4	4	10	Sub_9qpxwee5	6
10	10	16	Sub_9qpxwee5	7
1	9	1	Sub_9qpxwee5	8
4	16	4	Sub_9qpxwee5	9
20	0	20	Sub_9qpxwee5	10
2	2	12	Sub_9qpxwee5	11
9	11	9	Sub_9qpxwee5	12
10	10	12	Sub_9qpxwee5	13
9	13	9	Sub_9qpxwee5	14
3	3	9	Sub_9qpxwee5	15
4	0	4	Sub_9qpxwee5	16
14	14	16	Sub_9qpxwee5	17
6	6	14	Sub_9qpxwee5	18
17	17	19	Sub_9qpxwee5	19
4	4	16	Sub_9qpxwee5	20
10	10	18	Sub_9qpxwee5	21
7	7	9	Sub_9qpxwee5	22
7	7	15	Sub_9qpxwee5	23
10	20	10	Sub_9qpxwee5	24
18	18	20	Sub_9qpxwee5	25
20	0	20	Sub_9qpxwee5	26
3	3	15	Sub_9qpxwee5	27
1	1	19	Sub_9qpxwee5	28
8	8	14	Sub_9qpxwee5	29
2	2	14	Sub_9qpxwee5	30
4	4	8	Sub_9qpxwee5	31
5	5	11	Sub_9qpxwee5	32
10	10	12	Sub_9qpxwee5	33
10	10	18	Sub_9qpxwee5	34
4	20	4	Sub_9qpxwee5	35
2	2	14	Sub_9qpxwee5	36
14	16	14	Sub_9qpxwee5	37
9	9	13	Sub_9qpxwee5	38
12	12	20	Sub_9qpxwee5	39
10	14	10	Sub_9qpxwee5	40
12	12	18	Sub_9qpxwee5	41
13	13	19	Sub_9qpxwee5	42
14	14	18	Sub_9qpxwee5	43
11	11	15	Sub_9qpxwee5	44
4	10	4	Sub_9qpxwee5	45
6	6	18	Sub_9qpxwee5	46
14	14	18	Sub_9qpxwee5	47
5	5	15	Sub_9qpxwee5	48
4	4	14	Sub_9qpxwee5	49
14	14	18	Sub_9qpxwee5	50
15	15	17	Sub_9qpxwee5	51
2	4	2	Sub_9qpxwee5	52
5	11	5	Sub_9qpxwee5	53
3	3	19	Sub_9qpxwee5	54
8	8	10	Sub_9qpxwee5	55
6	6	10	Sub_9qpxwee5	56
6	6	8	Sub_9qpxwee5	57
10	10	0	Sub_9qpxwee5	58
5	5	7	Sub_9qpxwee5	59
4	0	4	Sub_9qpxwee5	60
7	7	9	Sub_9qpxwee5	61
18	18	0	Sub_9qpxwee5	62
6	10	6	Sub_9qpxwee5	63
12	14	12	Sub_9qpxwee5	64
2	2	10	Sub_9qpxwee5	65
6	16	6	Sub_9qpxwee5	66
3	3	17	Sub_9qpxwee5	67
2	2	8	Sub_9qpxwee5	68
14	14	20	Sub_9qpxwee5	69
2	2	10	Sub_9qpxwee5	70
2	2	8	Sub_9qpxwee5	71
5	5	13	Sub_9qpxwee5	72
13	17	13	Sub_9qpxwee5	73
10	10	20	Sub_9qpxwee5	74
11	11	17	Sub_9qpxwee5	75
1	1	7	Sub_9qpxwee5	76
3	13	3	Sub_9qpxwee5	77
5	5	13	Sub_9qpxwee5	78
8	8	12	Sub_9qpxwee5	79
3	3	7	Sub_9qpxwee5	80
4	4	14	Sub_9qpxwee5	81
7	7	11	Sub_9qpxwee5	82
1	1	17	Sub_9qpxwee5	83
4	4	8	Sub_9qpxwee5	84
3	3	15	Sub_9qpxwee5	85
3	3	15	Sub_9qpxwee5	86
6	6	14	Sub_9qpxwee5	87
8	8	18	Sub_9qpxwee5	88
1	1	5	Sub_9qpxwee5	89
2	2	6	Sub_9qpxwee5	90
6	6	18	Sub_9qpxwee5	91
16	16	18	Sub_9qpxwee5	92
5	5	17	Sub_9qpxwee5	93
8	8	12	Sub_9qpxwee5	94
3	3	17	Sub_9qpxwee5	95
1	1	13	Sub_9qpxwee5	96
4	8	4	Sub_9ws28qt0	1
4	4	12	Sub_9ws28qt0	2
15	15	17	Sub_9ws28qt0	3
18	18	20	Sub_9ws28qt0	4
8	20	8	Sub_9ws28qt0	5
2	2	12	Sub_9ws28qt0	6
6	6	16	Sub_9ws28qt0	7
14	14	18	Sub_9ws28qt0	8
12	14	12	Sub_9ws28qt0	9
1	1	15	Sub_9ws28qt0	10
7	9	7	Sub_9ws28qt0	11
6	4	6	Sub_9ws28qt0	12
12	12	16	Sub_9ws28qt0	13
9	9	11	Sub_9ws28qt0	14
16	16	18	Sub_9ws28qt0	15
5	5	15	Sub_9ws28qt0	16
14	14	18	Sub_9ws28qt0	17
3	3	11	Sub_9ws28qt0	18
1	1	17	Sub_9ws28qt0	19
14	14	20	Sub_9ws28qt0	20
6	6	16	Sub_9ws28qt0	21
10	2	10	Sub_9ws28qt0	22
4	4	12	Sub_9ws28qt0	23
10	4	10	Sub_9ws28qt0	24
10	10	20	Sub_9ws28qt0	25
7	13	7	Sub_9ws28qt0	26
5	5	11	Sub_9ws28qt0	27
2	2	16	Sub_9ws28qt0	28
8	8	12	Sub_9ws28qt0	29
14	14	18	Sub_9ws28qt0	30
3	3	11	Sub_9ws28qt0	31
16	20	16	Sub_9ws28qt0	32
5	3	5	Sub_9ws28qt0	33
9	1	9	Sub_9ws28qt0	34
13	13	19	Sub_9ws28qt0	35
8	8	12	Sub_9ws28qt0	36
8	8	18	Sub_9ws28qt0	37
6	6	4	Sub_9ws28qt0	38
6	6	18	Sub_9ws28qt0	39
9	9	17	Sub_9ws28qt0	40
9	9	11	Sub_9ws28qt0	41
4	4	20	Sub_9ws28qt0	42
7	19	7	Sub_9ws28qt0	43
12	12	16	Sub_9ws28qt0	44
7	1	7	Sub_9ws28qt0	45
9	3	9	Sub_9ws28qt0	46
16	16	20	Sub_9ws28qt0	47
9	9	19	Sub_9ws28qt0	48
4	4	14	Sub_9ws28qt0	49
6	6	20	Sub_9ws28qt0	50
13	13	17	Sub_9ws28qt0	51
15	15	17	Sub_9ws28qt0	52
8	14	8	Sub_9ws28qt0	53
9	19	9	Sub_9ws28qt0	54
8	2	8	Sub_9ws28qt0	55
2	0	2	Sub_9ws28qt0	56
8	8	18	Sub_9ws28qt0	57
7	5	7	Sub_9ws28qt0	58
5	5	15	Sub_9ws28qt0	59
2	2	14	Sub_9ws28qt0	60
15	15	17	Sub_9ws28qt0	61
13	1	13	Sub_9ws28qt0	62
8	8	16	Sub_9ws28qt0	63
9	5	9	Sub_9ws28qt0	64
8	4	8	Sub_9ws28qt0	65
2	2	18	Sub_9ws28qt0	66
2	2	20	Sub_9ws28qt0	67
12	0	12	Sub_9ws28qt0	68
9	9	13	Sub_9ws28qt0	69
6	0	6	Sub_9ws28qt0	70
11	19	11	Sub_9ws28qt0	71
16	16	20	Sub_9ws28qt0	72
5	5	13	Sub_9ws28qt0	73
2	2	12	Sub_9ws28qt0	74
16	0	16	Sub_9ws28qt0	75
12	12	16	Sub_9ws28qt0	76
7	13	7	Sub_9ws28qt0	77
14	20	14	Sub_9ws28qt0	78
5	5	17	Sub_9ws28qt0	79
7	7	9	Sub_9ws28qt0	80
6	6	10	Sub_9ws28qt0	81
3	3	17	Sub_9ws28qt0	82
5	5	3	Sub_9ws28qt0	83
4	2	4	Sub_9ws28qt0	84
5	1	5	Sub_9ws28qt0	85
6	6	10	Sub_9ws28qt0	86
5	5	15	Sub_9ws28qt0	87
10	10	16	Sub_9ws28qt0	88
3	3	17	Sub_9ws28qt0	89
5	5	11	Sub_9ws28qt0	90
8	8	10	Sub_9ws28qt0	91
2	0	2	Sub_9ws28qt0	92
8	8	20	Sub_9ws28qt0	93
16	18	16	Sub_9ws28qt0	94
15	1	15	Sub_9ws28qt0	95
13	1	13	Sub_9ws28qt0	96
12	12	18	Sub_a2d4h025	1
14	14	0	Sub_a2d4h025	2
5	5	3	Sub_a2d4h025	3
16	16	20	Sub_a2d4h025	4
2	14	2	Sub_a2d4h025	5
13	13	15	Sub_a2d4h025	6
11	5	11	Sub_a2d4h025	7
8	2	8	Sub_a2d4h025	8
10	14	10	Sub_a2d4h025	9
6	20	6	Sub_a2d4h025	10
13	13	19	Sub_a2d4h025	11
2	2	14	Sub_a2d4h025	12
1	3	1	Sub_a2d4h025	13
9	9	19	Sub_a2d4h025	14
6	6	16	Sub_a2d4h025	15
10	6	10	Sub_a2d4h025	16
12	0	12	Sub_a2d4h025	17
14	14	18	Sub_a2d4h025	18
10	8	10	Sub_a2d4h025	19
2	2	16	Sub_a2d4h025	20
11	9	11	Sub_a2d4h025	21
19	19	1	Sub_a2d4h025	22
0	20	0	Sub_a2d4h025	23
11	7	11	Sub_a2d4h025	24
10	20	10	Sub_a2d4h025	25
10	10	16	Sub_a2d4h025	26
13	17	13	Sub_a2d4h025	27
8	0	8	Sub_a2d4h025	28
11	7	11	Sub_a2d4h025	29
12	0	12	Sub_a2d4h025	30
4	4	18	Sub_a2d4h025	31
2	2	16	Sub_a2d4h025	32
10	10	8	Sub_a2d4h025	33
13	1	13	Sub_a2d4h025	34
6	6	4	Sub_a2d4h025	35
12	20	12	Sub_a2d4h025	36
14	4	14	Sub_a2d4h025	37
0	8	0	Sub_a2d4h025	38
8	8	12	Sub_a2d4h025	39
4	4	0	Sub_a2d4h025	40
10	20	10	Sub_a2d4h025	41
5	5	19	Sub_a2d4h025	42
2	2	0	Sub_a2d4h025	43
9	9	15	Sub_a2d4h025	44
15	3	15	Sub_a2d4h025	45
18	0	18	Sub_a2d4h025	46
13	13	3	Sub_a2d4h025	47
8	8	16	Sub_a2d4h025	48
8	16	8	Sub_a2d4h025	49
16	16	0	Sub_a2d4h025	50
8	6	8	Sub_a2d4h025	51
16	4	16	Sub_a2d4h025	52
5	5	19	Sub_a2d4h025	53
11	11	15	Sub_a2d4h025	54
9	9	13	Sub_a2d4h025	55
5	3	5	Sub_a2d4h025	56
3	3	19	Sub_a2d4h025	57
5	1	5	Sub_a2d4h025	58
10	10	6	Sub_a2d4h025	59
9	5	9	Sub_a2d4h025	60
18	4	18	Sub_a2d4h025	61
10	10	14	Sub_a2d4h025	62
10	6	10	Sub_a2d4h025	63
10	10	16	Sub_a2d4h025	64
15	3	15	Sub_a2d4h025	65
4	20	4	Sub_a2d4h025	66
3	3	1	Sub_a2d4h025	67
9	9	17	Sub_a2d4h025	68
12	12	18	Sub_a2d4h025	69
0	16	0	Sub_a2d4h025	70
3	3	17	Sub_a2d4h025	71
14	0	14	Sub_a2d4h025	72
6	6	18	Sub_a2d4h025	73
9	9	1	Sub_a2d4h025	74
11	3	11	Sub_a2d4h025	75
6	2	6	Sub_a2d4h025	76
0	0	20	Sub_a2d4h025	77
15	3	15	Sub_a2d4h025	78
8	8	10	Sub_a2d4h025	79
12	2	12	Sub_a2d4h025	80
5	5	1	Sub_a2d4h025	81
8	8	20	Sub_a2d4h025	82
4	0	4	Sub_a2d4h025	83
3	1	3	Sub_a2d4h025	84
11	5	11	Sub_a2d4h025	85
11	11	19	Sub_a2d4h025	86
8	8	4	Sub_a2d4h025	87
15	17	15	Sub_a2d4h025	88
2	2	20	Sub_a2d4h025	89
7	15	7	Sub_a2d4h025	90
5	19	5	Sub_a2d4h025	91
7	7	19	Sub_a2d4h025	92
7	5	7	Sub_a2d4h025	93
9	9	17	Sub_a2d4h025	94
13	13	17	Sub_a2d4h025	95
14	6	14	Sub_a2d4h025	96
18	18	20	Sub_a8vznwfy	1
12	12	14	Sub_a8vznwfy	2
10	16	10	Sub_a8vznwfy	3
16	16	18	Sub_a8vznwfy	4
11	11	17	Sub_a8vznwfy	5
0	16	0	Sub_a8vznwfy	6
4	4	14	Sub_a8vznwfy	7
15	15	11	Sub_a8vznwfy	8
0	0	14	Sub_a8vznwfy	9
5	5	19	Sub_a8vznwfy	10
20	20	0	Sub_a8vznwfy	11
5	15	5	Sub_a8vznwfy	12
13	3	13	Sub_a8vznwfy	13
9	1	9	Sub_a8vznwfy	14
6	16	6	Sub_a8vznwfy	15
11	5	11	Sub_a8vznwfy	16
5	5	15	Sub_a8vznwfy	17
2	18	2	Sub_a8vznwfy	18
9	1	9	Sub_a8vznwfy	19
8	0	8	Sub_a8vznwfy	20
8	8	0	Sub_a8vznwfy	21
10	10	0	Sub_a8vznwfy	22
8	8	18	Sub_a8vznwfy	23
7	7	19	Sub_a8vznwfy	24
12	12	18	Sub_a8vznwfy	25
16	20	16	Sub_a8vznwfy	26
4	4	0	Sub_a8vznwfy	27
12	20	12	Sub_a8vznwfy	28
9	9	13	Sub_a8vznwfy	29
18	18	20	Sub_a8vznwfy	30
6	6	16	Sub_a8vznwfy	31
19	1	19	Sub_a8vznwfy	32
12	12	14	Sub_a8vznwfy	33
11	11	9	Sub_a8vznwfy	34
5	3	5	Sub_a8vznwfy	35
11	3	11	Sub_a8vznwfy	36
8	4	8	Sub_a8vznwfy	37
5	1	5	Sub_a8vznwfy	38
16	4	16	Sub_a8vznwfy	39
9	3	9	Sub_a8vznwfy	40
14	2	14	Sub_a8vznwfy	41
17	17	11	Sub_a8vznwfy	42
16	2	16	Sub_a8vznwfy	43
18	4	18	Sub_a8vznwfy	44
14	16	14	Sub_a8vznwfy	45
3	1	3	Sub_a8vznwfy	46
13	13	1	Sub_a8vznwfy	47
10	10	20	Sub_a8vznwfy	48
11	11	17	Sub_a8vznwfy	49
13	19	13	Sub_a8vznwfy	50
13	13	17	Sub_a8vznwfy	51
20	2	20	Sub_a8vznwfy	52
7	13	7	Sub_a8vznwfy	53
7	5	7	Sub_a8vznwfy	54
8	0	8	Sub_a8vznwfy	55
6	6	16	Sub_a8vznwfy	56
17	19	17	Sub_a8vznwfy	57
16	20	16	Sub_a8vznwfy	58
11	11	13	Sub_a8vznwfy	59
12	4	12	Sub_a8vznwfy	60
5	17	5	Sub_a8vznwfy	61
12	4	12	Sub_a8vznwfy	62
9	9	17	Sub_a8vznwfy	63
14	14	16	Sub_a8vznwfy	64
8	8	12	Sub_a8vznwfy	65
10	18	10	Sub_a8vznwfy	66
18	0	18	Sub_a8vznwfy	67
9	1	9	Sub_a8vznwfy	68
14	14	2	Sub_a8vznwfy	69
5	3	5	Sub_a8vznwfy	70
10	10	12	Sub_a8vznwfy	71
19	3	19	Sub_a8vznwfy	72
20	0	20	Sub_a8vznwfy	73
7	7	3	Sub_a8vznwfy	74
3	1	3	Sub_a8vznwfy	75
8	14	8	Sub_a8vznwfy	76
12	2	12	Sub_a8vznwfy	77
8	8	18	Sub_a8vznwfy	78
6	6	18	Sub_a8vznwfy	79
10	10	18	Sub_a8vznwfy	80
10	2	10	Sub_a8vznwfy	81
8	8	20	Sub_a8vznwfy	82
13	19	13	Sub_a8vznwfy	83
5	1	5	Sub_a8vznwfy	84
7	1	7	Sub_a8vznwfy	85
9	9	19	Sub_a8vznwfy	86
10	10	0	Sub_a8vznwfy	87
9	7	9	Sub_a8vznwfy	88
7	3	7	Sub_a8vznwfy	89
8	4	8	Sub_a8vznwfy	90
4	4	0	Sub_a8vznwfy	91
8	8	12	Sub_a8vznwfy	92
15	15	19	Sub_a8vznwfy	93
16	4	16	Sub_a8vznwfy	94
11	1	11	Sub_a8vznwfy	95
11	11	19	Sub_a8vznwfy	96
9	19	9	Sub_bbb1gvi0	1
13	13	17	Sub_bbb1gvi0	2
12	12	16	Sub_bbb1gvi0	3
15	1	15	Sub_bbb1gvi0	4
16	0	16	Sub_bbb1gvi0	5
18	18	2	Sub_bbb1gvi0	6
13	13	19	Sub_bbb1gvi0	7
18	0	18	Sub_bbb1gvi0	8
17	17	19	Sub_bbb1gvi0	9
8	8	16	Sub_bbb1gvi0	10
9	1	9	Sub_bbb1gvi0	11
11	11	13	Sub_bbb1gvi0	12
6	18	6	Sub_bbb1gvi0	13
10	10	18	Sub_bbb1gvi0	14
17	17	1	Sub_bbb1gvi0	15
11	11	15	Sub_bbb1gvi0	16
9	9	17	Sub_bbb1gvi0	17
15	3	15	Sub_bbb1gvi0	18
11	11	17	Sub_bbb1gvi0	19
4	4	20	Sub_bbb1gvi0	20
10	10	12	Sub_bbb1gvi0	21
10	10	20	Sub_bbb1gvi0	22
15	15	17	Sub_bbb1gvi0	23
20	2	20	Sub_bbb1gvi0	24
7	13	7	Sub_bbb1gvi0	25
15	17	15	Sub_bbb1gvi0	26
9	7	9	Sub_bbb1gvi0	27
13	13	17	Sub_bbb1gvi0	28
9	1	9	Sub_bbb1gvi0	29
5	3	5	Sub_bbb1gvi0	30
14	4	14	Sub_bbb1gvi0	31
7	7	1	Sub_bbb1gvi0	32
6	6	20	Sub_bbb1gvi0	33
17	1	17	Sub_bbb1gvi0	34
8	8	12	Sub_bbb1gvi0	35
10	10	16	Sub_bbb1gvi0	36
9	9	5	Sub_bbb1gvi0	37
19	3	19	Sub_bbb1gvi0	38
12	12	2	Sub_bbb1gvi0	39
4	4	0	Sub_bbb1gvi0	40
3	1	3	Sub_bbb1gvi0	41
4	20	4	Sub_bbb1gvi0	42
8	8	0	Sub_bbb1gvi0	43
9	11	9	Sub_bbb1gvi0	44
16	4	16	Sub_bbb1gvi0	45
14	20	14	Sub_bbb1gvi0	46
6	6	0	Sub_bbb1gvi0	47
9	9	13	Sub_bbb1gvi0	48
7	3	7	Sub_bbb1gvi0	49
12	12	18	Sub_bbb1gvi0	50
6	2	6	Sub_bbb1gvi0	51
10	10	14	Sub_bbb1gvi0	52
16	4	16	Sub_bbb1gvi0	53
18	2	18	Sub_bbb1gvi0	54
10	8	10	Sub_bbb1gvi0	55
13	1	13	Sub_bbb1gvi0	56
14	14	2	Sub_bbb1gvi0	57
4	2	4	Sub_bbb1gvi0	58
8	8	16	Sub_bbb1gvi0	59
19	5	19	Sub_bbb1gvi0	60
10	10	0	Sub_bbb1gvi0	61
11	1	11	Sub_bbb1gvi0	62
14	0	14	Sub_bbb1gvi0	63
8	20	8	Sub_bbb1gvi0	64
15	15	19	Sub_bbb1gvi0	65
19	5	19	Sub_bbb1gvi0	66
10	10	14	Sub_bbb1gvi0	67
18	18	20	Sub_bbb1gvi0	68
8	8	18	Sub_bbb1gvi0	69
14	0	14	Sub_bbb1gvi0	70
7	15	7	Sub_bbb1gvi0	71
12	12	16	Sub_bbb1gvi0	72
12	12	0	Sub_bbb1gvi0	73
2	0	2	Sub_bbb1gvi0	74
13	3	13	Sub_bbb1gvi0	75
0	0	20	Sub_bbb1gvi0	76
11	11	13	Sub_bbb1gvi0	77
13	3	13	Sub_bbb1gvi0	78
8	8	20	Sub_bbb1gvi0	79
7	7	5	Sub_bbb1gvi0	80
18	4	18	Sub_bbb1gvi0	81
9	9	15	Sub_bbb1gvi0	82
12	2	12	Sub_bbb1gvi0	83
18	4	18	Sub_bbb1gvi0	84
13	17	13	Sub_bbb1gvi0	85
6	6	20	Sub_bbb1gvi0	86
10	6	10	Sub_bbb1gvi0	87
6	4	6	Sub_bbb1gvi0	88
7	7	15	Sub_bbb1gvi0	89
4	4	0	Sub_bbb1gvi0	90
8	8	12	Sub_bbb1gvi0	91
9	9	17	Sub_bbb1gvi0	92
11	15	11	Sub_bbb1gvi0	93
3	3	19	Sub_bbb1gvi0	94
12	12	20	Sub_bbb1gvi0	95
12	12	18	Sub_bbb1gvi0	96
5	5	11	Sub_bvig37as	1
10	10	14	Sub_bvig37as	2
17	17	19	Sub_bvig37as	3
18	0	18	Sub_bvig37as	4
10	10	18	Sub_bvig37as	5
8	8	2	Sub_bvig37as	6
11	11	15	Sub_bvig37as	7
2	16	2	Sub_bvig37as	8
3	3	13	Sub_bvig37as	9
3	3	17	Sub_bvig37as	10
7	7	1	Sub_bvig37as	11
4	4	0	Sub_bvig37as	12
14	14	20	Sub_bvig37as	13
10	2	10	Sub_bvig37as	14
11	11	13	Sub_bvig37as	15
4	4	20	Sub_bvig37as	16
4	4	16	Sub_bvig37as	17
11	11	17	Sub_bvig37as	18
4	4	20	Sub_bvig37as	19
6	16	6	Sub_bvig37as	20
7	7	17	Sub_bvig37as	21
14	0	14	Sub_bvig37as	22
15	15	19	Sub_bvig37as	23
9	9	5	Sub_bvig37as	24
2	2	20	Sub_bvig37as	25
2	2	18	Sub_bvig37as	26
10	14	10	Sub_bvig37as	27
18	18	20	Sub_bvig37as	28
10	10	12	Sub_bvig37as	29
16	16	0	Sub_bvig37as	30
2	2	0	Sub_bvig37as	31
5	15	5	Sub_bvig37as	32
12	12	14	Sub_bvig37as	33
7	7	13	Sub_bvig37as	34
5	3	5	Sub_bvig37as	35
9	1	9	Sub_bvig37as	36
9	9	5	Sub_bvig37as	37
6	6	14	Sub_bvig37as	38
18	18	20	Sub_bvig37as	39
4	4	16	Sub_bvig37as	40
15	19	15	Sub_bvig37as	41
11	11	7	Sub_bvig37as	42
4	4	14	Sub_bvig37as	43
10	10	20	Sub_bvig37as	44
14	16	14	Sub_bvig37as	45
4	2	4	Sub_bvig37as	46
5	5	13	Sub_bvig37as	47
15	15	17	Sub_bvig37as	48
16	16	18	Sub_bvig37as	49
18	18	0	Sub_bvig37as	50
14	14	18	Sub_bvig37as	51
6	6	20	Sub_bvig37as	52
12	12	16	Sub_bvig37as	53
10	0	10	Sub_bvig37as	54
9	15	9	Sub_bvig37as	55
9	11	9	Sub_bvig37as	56
13	1	13	Sub_bvig37as	57
14	14	2	Sub_bvig37as	58
12	12	0	Sub_bvig37as	59
2	2	20	Sub_bvig37as	60
9	9	19	Sub_bvig37as	61
12	12	18	Sub_bvig37as	62
15	3	15	Sub_bvig37as	63
9	9	17	Sub_bvig37as	64
10	10	16	Sub_bvig37as	65
6	6	14	Sub_bvig37as	66
8	8	0	Sub_bvig37as	67
6	4	6	Sub_bvig37as	68
5	3	5	Sub_bvig37as	69
18	12	18	Sub_bvig37as	70
2	2	20	Sub_bvig37as	71
3	3	19	Sub_bvig37as	72
7	7	17	Sub_bvig37as	73
2	2	14	Sub_bvig37as	74
14	14	16	Sub_bvig37as	75
2	2	16	Sub_bvig37as	76
4	10	4	Sub_bvig37as	77
0	8	0	Sub_bvig37as	78
3	15	3	Sub_bvig37as	79
13	13	17	Sub_bvig37as	80
6	10	6	Sub_bvig37as	81
3	3	17	Sub_bvig37as	82
3	5	3	Sub_bvig37as	83
13	13	19	Sub_bvig37as	84
9	9	13	Sub_bvig37as	85
12	12	14	Sub_bvig37as	86
14	14	18	Sub_bvig37as	87
4	14	4	Sub_bvig37as	88
10	16	10	Sub_bvig37as	89
3	3	7	Sub_bvig37as	90
3	3	7	Sub_bvig37as	91
5	7	5	Sub_bvig37as	92
6	6	8	Sub_bvig37as	93
5	5	13	Sub_bvig37as	94
6	6	14	Sub_bvig37as	95
2	2	6	Sub_bvig37as	96
17	13	17	Sub_c2smiuxi	1
7	7	9	Sub_c2smiuxi	2
13	19	13	Sub_c2smiuxi	3
6	6	14	Sub_c2smiuxi	4
2	2	20	Sub_c2smiuxi	5
7	7	19	Sub_c2smiuxi	6
0	0	12	Sub_c2smiuxi	7
17	17	15	Sub_c2smiuxi	8
1	17	1	Sub_c2smiuxi	9
17	17	19	Sub_c2smiuxi	10
4	4	10	Sub_c2smiuxi	11
0	8	0	Sub_c2smiuxi	12
5	7	5	Sub_c2smiuxi	13
4	12	4	Sub_c2smiuxi	14
8	8	20	Sub_c2smiuxi	15
12	12	20	Sub_c2smiuxi	16
6	6	20	Sub_c2smiuxi	17
10	10	18	Sub_c2smiuxi	18
4	8	4	Sub_c2smiuxi	19
16	16	18	Sub_c2smiuxi	20
13	15	13	Sub_c2smiuxi	21
13	13	17	Sub_c2smiuxi	22
20	18	20	Sub_c2smiuxi	23
2	2	14	Sub_c2smiuxi	24
18	18	20	Sub_c2smiuxi	25
1	1	5	Sub_c2smiuxi	26
5	11	5	Sub_c2smiuxi	27
3	3	13	Sub_c2smiuxi	28
6	6	12	Sub_c2smiuxi	29
6	6	8	Sub_c2smiuxi	30
5	13	5	Sub_c2smiuxi	31
16	16	20	Sub_c2smiuxi	32
0	0	14	Sub_c2smiuxi	33
9	9	17	Sub_c2smiuxi	34
4	4	18	Sub_c2smiuxi	35
9	9	19	Sub_c2smiuxi	36
8	8	16	Sub_c2smiuxi	37
4	4	6	Sub_c2smiuxi	38
1	11	1	Sub_c2smiuxi	39
5	5	11	Sub_c2smiuxi	40
0	0	2	Sub_c2smiuxi	41
1	13	1	Sub_c2smiuxi	42
2	8	2	Sub_c2smiuxi	43
2	2	6	Sub_c2smiuxi	44
9	9	11	Sub_c2smiuxi	45
5	5	19	Sub_c2smiuxi	46
4	14	4	Sub_c2smiuxi	47
2	2	14	Sub_c2smiuxi	48
2	18	2	Sub_c2smiuxi	49
