offer	option1	option2	sub_name	trial
15	19	15	Sub_88eb5vcp	56
14	4	14	Sub_88eb5vcp	57
7	1	7	Sub_88eb5vcp	58
5	5	1	Sub_88eb5vcp	59
0	0	20	Sub_88eb5vcp	60
13	13	19	Sub_88eb5vcp	61
8	8	10	Sub_88eb5vcp	62
7	3	7	Sub_88eb5vcp	63
10	10	0	Sub_88eb5vcp	64
20	18	20	Sub_88eb5vcp	65
1	1	17	Sub_88eb5vcp	66
9	11	9	Sub_88eb5vcp	67
11	11	15	Sub_88eb5vcp	68
2	2	6	Sub_88eb5vcp	69
5	5	19	Sub_88eb5vcp	70
17	3	17	Sub_88eb5vcp	71
3	3	19	Sub_88eb5vcp	72
8	8	14	Sub_88eb5vcp	73
7	1	7	Sub_88eb5vcp	74
18	4	18	Sub_88eb5vcp	75
12	12	8	Sub_88eb5vcp	76
10	20	10	Sub_88eb5vcp	77
13	7	13	Sub_88eb5vcp	78
9	9	19	Sub_88eb5vcp	79
15	15	17	Sub_88eb5vcp	80
7	7	17	Sub_88eb5vcp	81
19	19	1	Sub_88eb5vcp	82
14	14	20	Sub_88eb5vcp	83
10	10	12	Sub_88eb5vcp	84
11	11	15	Sub_88eb5vcp	85
11	11	7	Sub_88eb5vcp	86
13	3	13	Sub_88eb5vcp	87
12	0	12	Sub_88eb5vcp	88
12	12	2	Sub_88eb5vcp	89
12	12	20	Sub_88eb5vcp	90
4	4	14	Sub_88eb5vcp	91
14	14	18	Sub_88eb5vcp	92
13	3	13	Sub_88eb5vcp	93
17	17	7	Sub_88eb5vcp	94
11	17	11	Sub_88eb5vcp	95
8	0	8	Sub_88eb5vcp	96
9	15	9	Sub_91egq0cy	1
14	14	18	Sub_91egq0cy	2
18	0	18	Sub_91egq0cy	3
17	9	17	Sub_91egq0cy	4
11	9	11	Sub_91egq0cy	5
16	4	16	Sub_91egq0cy	6
14	2	14	Sub_91egq0cy	7
13	3	13	Sub_91egq0cy	8
14	2	14	Sub_91egq0cy	9
18	2	18	Sub_91egq0cy	10
14	20	14	Sub_91egq0cy	11
4	4	2	Sub_91egq0cy	12
9	3	9	Sub_91egq0cy	13
16	2	16	Sub_91egq0cy	14
12	0	12	Sub_91egq0cy	15
8	8	10	Sub_91egq0cy	16
19	1	19	Sub_91egq0cy	17
7	7	3	Sub_91egq0cy	18
7	7	19	Sub_91egq0cy	19
7	7	13	Sub_91egq0cy	20
9	9	13	Sub_91egq0cy	21
13	15	13	Sub_91egq0cy	22
11	5	11	Sub_91egq0cy	23
11	11	13	Sub_91egq0cy	24
19	5	19	Sub_91egq0cy	25
14	16	14	Sub_91egq0cy	26
14	0	14	Sub_91egq0cy	27
8	8	18	Sub_91egq0cy	28
3	3	1	Sub_91egq0cy	29
20	4	20	Sub_91egq0cy	30
3	1	3	Sub_91egq0cy	31
13	11	13	Sub_91egq0cy	32
7	7	5	Sub_91egq0cy	33
10	10	20	Sub_91egq0cy	34
13	13	17	Sub_91egq0cy	35
10	16	10	Sub_91egq0cy	36
4	2	4	Sub_91egq0cy	37
11	11	19	Sub_91egq0cy	38
4	0	4	Sub_91egq0cy	39
8	16	8	Sub_91egq0cy	40
12	12	16	Sub_91egq0cy	41
8	8	2	Sub_91egq0cy	42
4	2	4	Sub_91egq0cy	43
12	4	12	Sub_91egq0cy	44
10	4	10	Sub_91egq0cy	45
2	0	2	Sub_91egq0cy	46
19	1	19	Sub_91egq0cy	47
6	18	6	Sub_91egq0cy	48
4	14	4	Sub_91egq0cy	49
13	13	5	Sub_91egq0cy	50
2	2	20	Sub_91egq0cy	51
8	8	20	Sub_91egq0cy	52
9	9	15	Sub_91egq0cy	53
8	8	16	Sub_91egq0cy	54
15	15	19	Sub_91egq0cy	55
9	1	9	Sub_91egq0cy	56
6	0	6	Sub_91egq0cy	57
6	14	6	Sub_91egq0cy	58
10	10	16	Sub_91egq0cy	59
7	7	1	Sub_91egq0cy	60
12	8	12	Sub_91egq0cy	61
15	3	15	Sub_91egq0cy	62
6	4	6	Sub_91egq0cy	63
3	19	3	Sub_91egq0cy	64
10	4	10	Sub_91egq0cy	65
12	12	6	Sub_91egq0cy	66
2	20	2	Sub_91egq0cy	67
14	14	20	Sub_91egq0cy	68
11	11	5	Sub_91egq0cy	69
13	13	19	Sub_91egq0cy	70
18	18	0	Sub_91egq0cy	71
4	0	4	Sub_91egq0cy	72
13	13	1	Sub_91egq0cy	73
18	18	20	Sub_91egq0cy	74
12	10	12	Sub_91egq0cy	75
13	3	13	Sub_91egq0cy	76
4	4	18	Sub_91egq0cy	77
13	5	13	Sub_91egq0cy	78
13	13	17	Sub_91egq0cy	79
10	10	8	Sub_91egq0cy	80
13	7	13	Sub_91egq0cy	81
13	1	13	Sub_91egq0cy	82
12	6	12	Sub_91egq0cy	83
17	5	17	Sub_91egq0cy	84
12	12	20	Sub_91egq0cy	85
10	10	20	Sub_91egq0cy	86
9	3	9	Sub_91egq0cy	87
10	10	4	Sub_91egq0cy	88
14	6	14	Sub_91egq0cy	89
9	7	9	Sub_91egq0cy	90
15	1	15	Sub_91egq0cy	91
8	8	4	Sub_91egq0cy	92
9	5	9	Sub_91egq0cy	93
20	4	20	Sub_91egq0cy	94
16	16	20	Sub_91egq0cy	95
18	4	18	Sub_91egq0cy	96
11	19	11	Sub_9qpxwee5	1
14	0	14	Sub_9qpxwee5	2
7	7	9	Sub_9qpxwee5	3
3	15	3	Sub_9qpxwee5	4
16	0	16	Sub_9qpxwee5	5
19	19	5	Sub_9qpxwee5	6
2	2	6	Sub_9qpxwee5	7
5	5	15	Sub_9qpxwee5	8
6	6	8	Sub_9qpxwee5	9
12	12	16	Sub_9qpxwee5	10
8	12	8	Sub_9qpxwee5	11
7	7	13	Sub_9qpxwee5	12
8	8	10	Sub_9qpxwee5	13
1	7	1	Sub_9qpxwee5	14
14	16	14	Sub_9qpxwee5	15
8	8	16	Sub_9qpxwee5	16
14	14	18	Sub_9qpxwee5	17
9	17	9	Sub_9qpxwee5	18
1	1	7	Sub_9qpxwee5	19
9	9	15	Sub_9qpxwee5	20
14	14	16	Sub_9qpxwee5	21
12	12	16	Sub_9qpxwee5	22
5	5	7	Sub_9qpxwee5	23
18	0	18	Sub_9qpxwee5	24
1	3	1	Sub_9qpxwee5	25
4	0	4	Sub_9qpxwee5	26
17	17	19	Sub_9qpxwee5	27
5	5	7	Sub_9qpxwee5	28
3	3	17	Sub_9qpxwee5	29
15	15	19	Sub_9qpxwee5	30
13	13	17	Sub_9qpxwee5	31
2	2	4	Sub_9qpxwee5	32
1	1	19	Sub_9qpxwee5	33
1	1	7	Sub_9qpxwee5	34
9	9	13	Sub_9qpxwee5	35
1	1	13	Sub_9qpxwee5	36
5	5	17	Sub_9qpxwee5	37
5	9	5	Sub_9qpxwee5	38
9	15	9	Sub_9qpxwee5	39
1	1	9	Sub_9qpxwee5	40
2	2	12	Sub_9qpxwee5	41
2	20	2	Sub_9qpxwee5	42
11	17	11	Sub_9qpxwee5	43
4	4	16	Sub_9qpxwee5	44
4	4	18	Sub_9qpxwee5	45
8	0	8	Sub_9qpxwee5	46
1	1	11	Sub_9qpxwee5	47
2	2	14	Sub_9qpxwee5	48
15	15	19	Sub_9qpxwee5	49
1	1	17	Sub_9qpxwee5	50
7	13	7	Sub_9qpxwee5	51
1	1	11	Sub_9qpxwee5	52
7	9	7	Sub_9qpxwee5	53
3	3	17	Sub_9qpxwee5	54
4	4	12	Sub_9qpxwee5	55
8	8	20	Sub_9qpxwee5	56
8	8	14	Sub_9qpxwee5	57
11	11	15	Sub_9qpxwee5	58
13	13	15	Sub_9qpxwee5	59
12	12	14	Sub_9qpxwee5	60
4	10	4	Sub_9qpxwee5	61
3	3	9	Sub_9qpxwee5	62
5	5	15	Sub_9qpxwee5	63
5	5	9	Sub_9qpxwee5	64
12	18	12	Sub_9qpxwee5	65
6	6	0	Sub_9qpxwee5	66
6	6	20	Sub_9qpxwee5	67
5	5	13	Sub_9qpxwee5	68
6	6	8	Sub_9qpxwee5	69
9	9	13	Sub_9qpxwee5	70
4	4	6	Sub_9qpxwee5	71
2	16	2	Sub_9qpxwee5	72
8	8	10	Sub_9qpxwee5	73
11	19	11	Sub_9qpxwee5	74
12	12	16	Sub_9qpxwee5	75
6	6	20	Sub_9qpxwee5	76
12	0	12	Sub_9qpxwee5	77
4	4	14	Sub_9qpxwee5	78
7	7	15	Sub_9qpxwee5	79
3	3	19	Sub_9qpxwee5	80
4	4	10	Sub_9qpxwee5	81
9	9	11	Sub_9qpxwee5	82
8	8	16	Sub_9qpxwee5	83
5	5	7	Sub_9qpxwee5	84
6	6	8	Sub_9qpxwee5	85
2	2	20	Sub_9qpxwee5	86
18	18	20	Sub_9qpxwee5	87
8	8	14	Sub_9qpxwee5	88
6	12	6	Sub_9qpxwee5	89
2	2	10	Sub_9qpxwee5	90
4	4	12	Sub_9qpxwee5	91
3	3	13	Sub_9qpxwee5	92
10	10	14	Sub_9qpxwee5	93
11	13	11	Sub_9qpxwee5	94
13	19	13	Sub_9qpxwee5	95
6	6	16	Sub_9qpxwee5	96
15	15	19	Sub_9ws28qt0	1
11	13	11	Sub_9ws28qt0	2
4	4	12	Sub_9ws28qt0	3
7	1	7	Sub_9ws28qt0	4
2	2	16	Sub_9ws28qt0	5
7	19	7	Sub_9ws28qt0	6
16	0	16	Sub_9ws28qt0	7
6	6	20	Sub_9ws28qt0	8
8	2	8	Sub_9ws28qt0	9
15	15	19	Sub_9ws28qt0	10
6	4	6	Sub_9ws28qt0	11
8	8	12	Sub_9ws28qt0	12
10	10	12	Sub_9ws28qt0	13
9	13	9	Sub_9ws28qt0	14
14	14	20	Sub_9ws28qt0	15
10	10	14	Sub_9ws28qt0	16
11	11	19	Sub_9ws28qt0	17
13	1	13	Sub_9ws28qt0	18
6	20	6	Sub_9ws28qt0	19
5	5	11	Sub_9ws28qt0	20
4	4	16	Sub_9ws28qt0	21
3	17	3	Sub_9ws28qt0	22
10	10	4	Sub_9ws28qt0	23
1	19	1	Sub_9ws28qt0	24
6	6	16	Sub_9ws28qt0	25
10	10	16	Sub_9ws28qt0	26
7	5	7	Sub_9ws28qt0	27
9	9	13	Sub_9ws28qt0	28
11	3	11	Sub_9ws28qt0	29
16	16	18	Sub_9ws28qt0	30
4	4	18	Sub_9ws28qt0	31
10	2	10	Sub_9ws28qt0	32
7	3	7	Sub_9ws28qt0	33
13	11	13	Sub_9ws28qt0	34
6	4	6	Sub_9ws28qt0	35
6	0	6	Sub_9ws28qt0	36
12	12	14	Sub_9ws28qt0	37
12	2	12	Sub_9ws28qt0	38
9	9	19	Sub_9ws28qt0	39
19	1	19	Sub_9ws28qt0	40
4	4	20	Sub_9ws28qt0	41
13	3	13	Sub_9ws28qt0	42
8	8	20	Sub_9ws28qt0	43
6	6	14	Sub_9ws28qt0	44
15	15	17	Sub_9ws28qt0	45
4	2	4	Sub_9ws28qt0	46
3	1	3	Sub_9ws28qt0	47
11	1	11	Sub_9ws28qt0	48
19	3	19	Sub_9ws28qt0	49
10	8	10	Sub_9ws28qt0	50
9	15	9	Sub_9ws28qt0	51
13	13	15	Sub_9ws28qt0	52
14	2	14	Sub_9ws28qt0	53
11	1	11	Sub_9ws28qt0	54
14	0	14	Sub_9ws28qt0	55
9	1	9	Sub_9ws28qt0	56
6	6	4	Sub_9ws28qt0	57
14	14	18	Sub_9ws28qt0	58
9	7	9	Sub_9ws28qt0	59
15	15	17	Sub_9ws28qt0	60
9	5	9	Sub_9ws28qt0	61
12	2	12	Sub_9ws28qt0	62
5	5	3	Sub_9ws28qt0	63
9	9	19	Sub_9ws28qt0	64
13	13	19	Sub_9ws28qt0	65
9	9	13	Sub_9ws28qt0	66
10	10	20	Sub_9ws28qt0	67
18	18	20	Sub_9ws28qt0	68
5	5	1	Sub_9ws28qt0	69
6	6	14	Sub_9ws28qt0	70
7	7	19	Sub_9ws28qt0	71
10	18	10	Sub_9ws28qt0	72
15	1	15	Sub_9ws28qt0	73
17	17	1	Sub_9ws28qt0	74
13	13	17	Sub_9ws28qt0	75
5	5	17	Sub_9ws28qt0	76
13	13	7	Sub_9ws28qt0	77
6	0	6	Sub_9ws28qt0	78
8	18	8	Sub_9ws28qt0	79
2	2	20	Sub_9ws28qt0	80
5	9	5	Sub_9ws28qt0	81
11	9	11	Sub_9ws28qt0	82
17	3	17	Sub_9ws28qt0	83
10	6	10	Sub_9ws28qt0	84
9	9	17	Sub_9ws28qt0	85
17	1	17	Sub_9ws28qt0	86
8	0	8	Sub_9ws28qt0	87
4	0	4	Sub_9ws28qt0	88
10	0	10	Sub_9ws28qt0	89
14	14	4	Sub_9ws28qt0	90
6	2	6	Sub_9ws28qt0	91
8	8	16	Sub_9ws28qt0	92
4	4	20	Sub_9ws28qt0	93
7	13	7	Sub_9ws28qt0	94
16	4	16	Sub_9ws28qt0	95
5	5	19	Sub_9ws28qt0	96
7	1	7	Sub_a2d4h025	1
16	0	16	Sub_a2d4h025	2
8	8	12	Sub_a2d4h025	3
7	7	15	Sub_a2d4h025	4
15	15	17	Sub_a2d4h025	5
11	17	11	Sub_a2d4h025	6
18	18	0	Sub_a2d4h025	7
13	1	13	Sub_a2d4h025	8
12	12	18	Sub_a2d4h025	9
10	2	10	Sub_a2d4h025	10
7	5	7	Sub_a2d4h025	11
12	12	14	Sub_a2d4h025	12
10	4	10	Sub_a2d4h025	13
7	7	17	Sub_a2d4h025	14
9	1	9	Sub_a2d4h025	15
11	13	11	Sub_a2d4h025	16
14	20	14	Sub_a2d4h025	17
9	9	3	Sub_a2d4h025	18
13	13	19	Sub_a2d4h025	19
6	4	6	Sub_a2d4h025	20
4	4	20	Sub_a2d4h025	21
7	17	7	Sub_a2d4h025	22
10	14	10	Sub_a2d4h025	23
14	6	14	Sub_a2d4h025	24
16	4	16	Sub_a2d4h025	25
8	18	8	Sub_a2d4h025	26
12	12	16	Sub_a2d4h025	27
4	0	4	Sub_a2d4h025	28
16	16	18	Sub_a2d4h025	29
7	7	1	Sub_a2d4h025	30
9	3	9	Sub_a2d4h025	31
17	17	19	Sub_a2d4h025	32
13	1	13	Sub_a2d4h025	33
10	8	10	Sub_a2d4h025	34
15	5	15	Sub_a2d4h025	35
10	10	14	Sub_a2d4h025	36
8	4	8	Sub_a2d4h025	37
4	4	20	Sub_a2d4h025	38
6	2	6	Sub_a2d4h025	39
14	0	14	Sub_a2d4h025	40
6	6	0	Sub_a2d4h025	41
4	2	4	Sub_a2d4h025	42
11	7	11	Sub_a2d4h025	43
9	9	19	Sub_a2d4h025	44
9	5	9	Sub_a2d4h025	45
9	7	9	Sub_a2d4h025	46
17	5	17	Sub_a2d4h025	47
14	0	14	Sub_a2d4h025	48
9	7	9	Sub_a2d4h025	49
12	12	18	Sub_a2d4h025	50
7	3	7	Sub_a2d4h025	51
9	9	7	Sub_a2d4h025	52
13	7	13	Sub_a2d4h025	53
8	8	18	Sub_a2d4h025	54
11	11	19	Sub_a2d4h025	55
6	6	18	Sub_a2d4h025	56
8	0	8	Sub_a2d4h025	57
10	10	12	Sub_a2d4h025	58
6	4	6	Sub_a2d4h025	59
12	2	12	Sub_a2d4h025	60
11	1	11	Sub_a2d4h025	61
14	14	8	Sub_a2d4h025	62
4	20	4	Sub_a2d4h025	63
13	3	13	Sub_a2d4h025	64
12	12	18	Sub_a2d4h025	65
14	14	16	Sub_a2d4h025	66
12	4	12	Sub_a2d4h025	67
9	9	15	Sub_a2d4h025	68
12	14	12	Sub_a2d4h025	69
14	14	4	Sub_a2d4h025	70
14	0	14	Sub_a2d4h025	71
8	6	8	Sub_a2d4h025	72
12	12	16	Sub_a2d4h025	73
4	2	4	Sub_a2d4h025	74
6	6	18	Sub_a2d4h025	75
5	3	5	Sub_a2d4h025	76
1	1	19	Sub_a2d4h025	77
4	0	4	Sub_a2d4h025	78
12	6	12	Sub_a2d4h025	79
4	4	18	Sub_a2d4h025	80
16	18	16	Sub_a2d4h025	81
11	11	13	Sub_a2d4h025	82
11	11	19	Sub_a2d4h025	83
17	1	17	Sub_a2d4h025	84
3	3	19	Sub_a2d4h025	85
16	2	16	Sub_a2d4h025	86
10	10	16	Sub_a2d4h025	87
15	3	15	Sub_a2d4h025	88
13	13	15	Sub_a2d4h025	89
12	8	12	Sub_a2d4h025	90
17	17	19	Sub_a2d4h025	91
2	20	2	Sub_a2d4h025	92
14	4	14	Sub_a2d4h025	93
15	15	1	Sub_a2d4h025	94
10	4	10	Sub_a2d4h025	95
11	11	15	Sub_a2d4h025	96
5	5	19	Sub_a8vznwfy	1
13	13	19	Sub_a8vznwfy	2
7	7	15	Sub_a8vznwfy	3
13	17	13	Sub_a8vznwfy	4
7	7	15	Sub_a8vznwfy	5
5	3	5	Sub_a8vznwfy	6
2	2	18	Sub_a8vznwfy	7
10	2	10	Sub_a8vznwfy	8
7	7	1	Sub_a8vznwfy	9
11	11	15	Sub_a8vznwfy	10
9	9	19	Sub_a8vznwfy	11
9	9	13	Sub_a8vznwfy	12
6	0	6	Sub_a8vznwfy	13
6	6	16	Sub_a8vznwfy	14
18	18	0	Sub_a8vznwfy	15
18	18	20	Sub_a8vznwfy	16
7	11	7	Sub_a8vznwfy	17
7	3	7	Sub_a8vznwfy	18
7	7	11	Sub_a8vznwfy	19
9	9	11	Sub_a8vznwfy	20
11	3	11	Sub_a8vznwfy	21
7	1	7	Sub_a8vznwfy	22
6	6	2	Sub_a8vznwfy	23
6	6	14	Sub_a8vznwfy	24
9	3	9	Sub_a8vznwfy	25
11	11	17	Sub_a8vznwfy	26
10	10	14	Sub_a8vznwfy	27
19	19	1	Sub_a8vznwfy	28
15	1	15	Sub_a8vznwfy	29
13	1	13	Sub_a8vznwfy	30
12	0	12	Sub_a8vznwfy	31
11	11	13	Sub_a8vznwfy	32
12	0	12	Sub_a8vznwfy	33
11	5	11	Sub_a8vznwfy	34
12	18	12	Sub_a8vznwfy	35
14	2	14	Sub_a8vznwfy	36
2	0	2	Sub_a8vznwfy	37
18	18	6	Sub_a8vznwfy	38
8	8	18	Sub_a8vznwfy	39
8	8	20	Sub_a8vznwfy	40
10	10	12	Sub_a8vznwfy	41
9	9	15	Sub_a8vznwfy	42
5	5	15	Sub_a8vznwfy	43
5	19	5	Sub_a8vznwfy	44
9	17	9	Sub_a8vznwfy	45
9	9	11	Sub_a8vznwfy	46
14	14	16	Sub_a8vznwfy	47
7	17	7	Sub_a8vznwfy	48
5	1	5	Sub_a8vznwfy	49
14	14	18	Sub_a8vznwfy	50
5	5	15	Sub_a8vznwfy	51
12	12	4	Sub_a8vznwfy	52
8	8	16	Sub_a8vznwfy	53
9	1	9	Sub_a8vznwfy	54
17	1	17	Sub_a8vznwfy	55
6	6	12	Sub_a8vznwfy	56
10	8	10	Sub_a8vznwfy	57
12	12	20	Sub_a8vznwfy	58
6	4	6	Sub_a8vznwfy	59
10	10	16	Sub_a8vznwfy	60
9	5	9	Sub_a8vznwfy	61
15	3	15	Sub_a8vznwfy	62
7	7	13	Sub_a8vznwfy	63
17	17	3	Sub_a8vznwfy	64
5	5	15	Sub_a8vznwfy	65
11	11	13	Sub_a8vznwfy	66
8	8	16	Sub_a8vznwfy	67
8	20	8	Sub_a8vznwfy	68
8	0	8	Sub_a8vznwfy	69
10	10	14	Sub_a8vznwfy	70
14	14	20	Sub_a8vznwfy	71
10	10	6	Sub_a8vznwfy	72
14	14	16	Sub_a8vznwfy	73
7	3	7	Sub_a8vznwfy	74
5	5	13	Sub_a8vznwfy	75
4	2	4	Sub_a8vznwfy	76
12	0	12	Sub_a8vznwfy	77
11	11	15	Sub_a8vznwfy	78
6	16	6	Sub_a8vznwfy	79
7	7	17	Sub_a8vznwfy	80
6	2	6	Sub_a8vznwfy	81
14	14	20	Sub_a8vznwfy	82
19	1	19	Sub_a8vznwfy	83
13	17	13	Sub_a8vznwfy	84
11	3	11	Sub_a8vznwfy	85
19	3	19	Sub_a8vznwfy	86
10	10	18	Sub_a8vznwfy	87
8	2	8	Sub_a8vznwfy	88
18	18	12	Sub_a8vznwfy	89
10	12	10	Sub_a8vznwfy	90
8	0	8	Sub_a8vznwfy	91
10	10	12	Sub_a8vznwfy	92
4	18	4	Sub_a8vznwfy	93
11	11	5	Sub_a8vznwfy	94
15	15	17	Sub_a8vznwfy	95
14	0	14	Sub_a8vznwfy	96
4	2	4	Sub_bbb1gvi0	1
8	8	16	Sub_bbb1gvi0	2
8	4	8	Sub_bbb1gvi0	3
15	15	3	Sub_bbb1gvi0	4
12	12	16	Sub_bbb1gvi0	5
10	6	10	Sub_bbb1gvi0	6
13	5	13	Sub_bbb1gvi0	7
16	2	16	Sub_bbb1gvi0	8
17	5	17	Sub_bbb1gvi0	9
16	16	4	Sub_bbb1gvi0	10
15	5	15	Sub_bbb1gvi0	11
3	3	1	Sub_bbb1gvi0	12
18	18	20	Sub_bbb1gvi0	13
9	9	17	Sub_bbb1gvi0	14
17	5	17	Sub_bbb1gvi0	15
6	2	6	Sub_bbb1gvi0	16
20	4	20	Sub_bbb1gvi0	17
2	0	2	Sub_bbb1gvi0	18
5	3	5	Sub_bbb1gvi0	19
8	20	8	Sub_bbb1gvi0	20
14	14	18	Sub_bbb1gvi0	21
11	7	11	Sub_bbb1gvi0	22
20	20	4	Sub_bbb1gvi0	23
10	10	20	Sub_bbb1gvi0	24
16	20	16	Sub_bbb1gvi0	25
18	20	18	Sub_bbb1gvi0	26
9	7	9	Sub_bbb1gvi0	27
13	1	13	Sub_bbb1gvi0	28
12	2	12	Sub_bbb1gvi0	29
10	18	10	Sub_bbb1gvi0	30
15	3	15	Sub_bbb1gvi0	31
11	3	11	Sub_bbb1gvi0	32
7	5	7	Sub_bbb1gvi0	33
14	6	14	Sub_bbb1gvi0	34
10	14	10	Sub_bbb1gvi0	35
9	15	9	Sub_bbb1gvi0	36
8	8	16	Sub_bbb1gvi0	37
11	11	1	Sub_bbb1gvi0	38
12	12	16	Sub_bbb1gvi0	39
11	5	11	Sub_bbb1gvi0	40
8	8	20	Sub_bbb1gvi0	41
11	11	9	Sub_bbb1gvi0	42
12	12	6	Sub_bbb1gvi0	43
7	5	7	Sub_bbb1gvi0	44
9	9	13	Sub_bbb1gvi0	45
20	0	20	Sub_bbb1gvi0	46
11	11	7	Sub_bbb1gvi0	47
6	6	20	Sub_bbb1gvi0	48
13	13	15	Sub_bbb1gvi0	49
9	3	9	Sub_bbb1gvi0	50
7	3	7	Sub_bbb1gvi0	51
14	4	14	Sub_bbb1gvi0	52
13	17	13	Sub_bbb1gvi0	53
17	17	3	Sub_bbb1gvi0	54
2	0	2	Sub_bbb1gvi0	55
6	6	14	Sub_bbb1gvi0	56
7	7	15	Sub_bbb1gvi0	57
16	18	16	Sub_bbb1gvi0	58
10	2	10	Sub_bbb1gvi0	59
13	3	13	Sub_bbb1gvi0	60
7	5	7	Sub_bbb1gvi0	61
12	6	12	Sub_bbb1gvi0	62
12	18	12	Sub_bbb1gvi0	63
17	1	17	Sub_bbb1gvi0	64
6	0	6	Sub_bbb1gvi0	65
14	0	14	Sub_bbb1gvi0	66
12	12	2	Sub_bbb1gvi0	67
8	8	20	Sub_bbb1gvi0	68
12	4	12	Sub_bbb1gvi0	69
18	18	0	Sub_bbb1gvi0	70
16	2	16	Sub_bbb1gvi0	71
16	0	16	Sub_bbb1gvi0	72
12	12	14	Sub_bbb1gvi0	73
9	7	9	Sub_bbb1gvi0	74
8	8	16	Sub_bbb1gvi0	75
15	15	19	Sub_bbb1gvi0	76
13	13	15	Sub_bbb1gvi0	77
3	3	1	Sub_bbb1gvi0	78
5	1	5	Sub_bbb1gvi0	79
13	13	17	Sub_bbb1gvi0	80
13	13	3	Sub_bbb1gvi0	81
7	7	15	Sub_bbb1gvi0	82
20	2	20	Sub_bbb1gvi0	83
12	4	12	Sub_bbb1gvi0	84
14	2	14	Sub_bbb1gvi0	85
13	3	13	Sub_bbb1gvi0	86
17	17	19	Sub_bbb1gvi0	87
6	6	16	Sub_bbb1gvi0	88
17	3	17	Sub_bbb1gvi0	89
13	7	13	Sub_bbb1gvi0	90
12	0	12	Sub_bbb1gvi0	91
8	2	8	Sub_bbb1gvi0	92
12	0	12	Sub_bbb1gvi0	93
12	18	12	Sub_bbb1gvi0	94
11	11	19	Sub_bbb1gvi0	95
11	11	13	Sub_bbb1gvi0	96
6	0	6	Sub_bvig37as	1
0	0	20	Sub_bvig37as	2
12	12	6	Sub_bvig37as	3
7	5	7	Sub_bvig37as	4
9	9	13	Sub_bvig37as	5
5	5	15	Sub_bvig37as	6
3	19	3	Sub_bvig37as	7
11	11	17	Sub_bvig37as	8
4	0	4	Sub_bvig37as	9
2	2	18	Sub_bvig37as	10
14	14	0	Sub_bvig37as	11
8	2	8	Sub_bvig37as	12
7	1	7	Sub_bvig37as	13
14	2	14	Sub_bvig37as	14
14	4	14	Sub_bvig37as	15
10	10	16	Sub_bvig37as	16
3	3	1	Sub_bvig37as	17
10	4	10	Sub_bvig37as	18
14	14	20	Sub_bvig37as	19
10	8	10	Sub_bvig37as	20
11	1	11	Sub_bvig37as	21
14	14	18	Sub_bvig37as	22
16	16	20	Sub_bvig37as	23
10	2	10	Sub_bvig37as	24
8	14	8	Sub_bvig37as	25
3	3	1	Sub_bvig37as	26
1	1	19	Sub_bvig37as	27
18	18	20	Sub_bvig37as	28
9	9	5	Sub_bvig37as	29
11	11	13	Sub_bvig37as	30
10	6	10	Sub_bvig37as	31
9	3	9	Sub_bvig37as	32
10	18	10	Sub_bvig37as	33
8	8	20	Sub_bvig37as	34
5	3	5	Sub_bvig37as	35
4	2	4	Sub_bvig37as	36
8	4	8	Sub_bvig37as	37
15	1	15	Sub_bvig37as	38
12	12	18	Sub_bvig37as	39
13	13	15	Sub_bvig37as	40
3	3	19	Sub_bvig37as	41
7	7	3	Sub_bvig37as	42
8	8	12	Sub_bvig37as	43
4	2	4	Sub_bvig37as	44
9	9	3	Sub_bvig37as	45
5	3	5	Sub_bvig37as	46
12	12	20	Sub_bvig37as	47
5	17	5	Sub_bvig37as	48
15	15	19	Sub_bvig37as	49
13	13	7	Sub_bvig37as	50
10	10	12	Sub_bvig37as	51
13	15	13	Sub_bvig37as	52
9	9	19	Sub_bvig37as	53
0	0	20	Sub_bvig37as	54
14	0	14	Sub_bvig37as	55
13	3	13	Sub_bvig37as	56
8	0	8	Sub_bvig37as	57
14	6	14	Sub_bvig37as	58
12	0	12	Sub_bvig37as	59
12	6	12	Sub_bvig37as	60
7	7	19	Sub_bvig37as	61
9	7	9	Sub_bvig37as	62
11	7	11	Sub_bvig37as	63
9	9	15	Sub_bvig37as	64
12	6	12	Sub_bvig37as	65
3	3	19	Sub_bvig37as	66
12	14	12	Sub_bvig37as	67
14	14	20	Sub_bvig37as	68
8	6	8	Sub_bvig37as	69
9	5	9	Sub_bvig37as	70
16	0	16	Sub_bvig37as	71
14	6	14	Sub_bvig37as	72
7	7	5	Sub_bvig37as	73
11	3	11	Sub_bvig37as	74
14	4	14	Sub_bvig37as	75
6	6	18	Sub_bvig37as	76
13	13	17	Sub_bvig37as	77
6	4	6	Sub_bvig37as	78
13	17	13	Sub_bvig37as	79
11	11	15	Sub_bvig37as	80
6	0	6	Sub_bvig37as	81
12	18	12	Sub_bvig37as	82
4	2	4	Sub_bvig37as	83
12	18	12	Sub_bvig37as	84
10	10	14	Sub_bvig37as	85
10	0	10	Sub_bvig37as	86
11	1	11	Sub_bvig37as	87
0	0	18	Sub_bvig37as	88
8	2	8	Sub_bvig37as	89
15	15	19	Sub_bvig37as	90
14	8	14	Sub_bvig37as	91
4	0	4	Sub_bvig37as	92
8	8	16	Sub_bvig37as	93
17	1	17	Sub_bvig37as	94
14	4	14	Sub_bvig37as	95
6	6	18	Sub_bvig37as	96
