participant.id_in_session	participant.code	participant.visited	participant.payoff	player.id_in_group	player.payoff	group.id_in_subsession	group.amount_offered	group.current_opponent	group.payout	group.soc_or_no	group.offer_accepted	subsession.round_number	session.code
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	67	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	68	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	0	Social	0	69	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	70	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	71	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	72	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	0	Social	0	73	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	74	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	75	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	76	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	77	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	78	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	79	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	80	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	81	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	82	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	83	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	84	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	85	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	86	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	87	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	88	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	89	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	90	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	91	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	92	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	93	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	94	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	95	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	96	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	97	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	98	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	99	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	100	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	101	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	102	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	103	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	104	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	105	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	106	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	107	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	108	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	109	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	square	10	Social	1	110	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	0	Social	0	111	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	112	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	113	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	114	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	115	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	116	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	117	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	triangle	10	Social	1	118	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	119	ohtnbfl2
1	f5ut2ntt	1	0	1	0	1	10	circle	10	Social	1	120	ohtnbfl2
1	0ui2bokh	1	0	1	0	1	10	square	10	Non-social	1	1	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	circle	15	Non-social	1	2	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	square	15	Non-social	1	3	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	6	circle	14	Non-social	1	4	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	square	15	Non-social	1	5	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	square	16	Non-social	1	6	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	triangle	0	Non-social	0	7	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	square	15	Non-social	1	8	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	triangle	0	Non-social	0	9	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	10	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	circle	18	Non-social	1	11	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	12	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	square	18	Non-social	1	13	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	6	triangle	0	Non-social	0	14	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	9	triangle	11	Non-social	1	15	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	1	circle	0	Non-social	0	16	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	circle	18	Non-social	1	17	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	7	triangle	13	Non-social	1	18	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	circle	0	Non-social	0	19	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	20	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	7	triangle	0	Non-social	0	21	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	8	circle	0	Non-social	0	22	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	circle	16	Non-social	1	23	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	24	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	0	Non-social	0	25	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	8	triangle	12	Non-social	1	26	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	7	triangle	0	Non-social	0	27	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	square	16	Non-social	1	28	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	9	triangle	0	Non-social	0	29	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	30	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	square	16	Non-social	1	31	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	32	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	square	18	Non-social	1	33	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	square	18	Non-social	1	34	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	35	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	36	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	0	Non-social	0	37	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	square	17	Non-social	1	38	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	square	18	Non-social	1	39	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	1	square	19	Non-social	1	40	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	circle	16	Non-social	1	41	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	circle	0	Non-social	0	42	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	12	triangle	8	Non-social	1	43	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	1	square	19	Non-social	1	44	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	9	Non-social	1	45	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Non-social	1	46	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	9	triangle	11	Non-social	1	47	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	5	circle	15	Non-social	1	48	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	0	square	20	Non-social	1	49	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	circle	16	Non-social	1	50	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	8	triangle	12	Non-social	1	51	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	52	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	0	square	0	Non-social	0	53	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	7	triangle	13	Non-social	1	54	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	6	triangle	14	Non-social	1	55	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	56	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	2	circle	0	Non-social	0	57	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	3	circle	17	Non-social	1	58	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	7	triangle	0	Non-social	0	59	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	4	circle	0	Non-social	0	60	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	61	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	62	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	63	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	64	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	65	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	66	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	67	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	68	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	69	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	0	Social	0	70	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	71	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	72	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	73	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	74	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	75	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	76	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	77	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	78	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	79	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	80	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	81	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	82	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	83	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	84	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	85	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	86	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	87	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	88	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	0	Social	0	89	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	90	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	0	Social	0	91	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	9	Social	1	92	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	9	Social	1	93	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	9	Social	1	94	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	95	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	0	Social	0	96	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	12	triangle	8	Social	1	97	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	12	triangle	8	Social	1	98	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	12	triangle	8	Social	1	99	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	100	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	12	triangle	8	Social	1	101	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	102	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	103	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	104	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	105	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	106	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	107	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	108	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	109	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	110	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	111	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	112	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	113	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	114	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	circle	10	Social	1	115	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	116	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	10	Social	1	117	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	triangle	0	Social	0	118	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	10	square	10	Social	1	119	0pbr7a2e
1	0ui2bokh	1	0	1	0	1	11	triangle	9	Social	1	120	0pbr7a2e
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Non-social	1	1	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	2	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	3	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	0	Non-social	0	4	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	5	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	6	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	7	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	8	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	9	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	10	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	11	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	12	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	13	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	14	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	15	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	16	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	14	circle	6	Non-social	1	17	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	18	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	19	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Non-social	1	20	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	21	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	22	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	23	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	24	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	25	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Non-social	1	26	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	27	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	28	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	29	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	30	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	31	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	32	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	33	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	34	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	35	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	36	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	37	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	38	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	9	square	11	Non-social	1	39	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Non-social	1	40	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	41	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	42	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	0	Non-social	0	43	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	44	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	45	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	46	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	47	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	48	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	49	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	50	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	51	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	52	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	53	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	54	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Non-social	1	55	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	56	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	57	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Non-social	1	58	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Non-social	1	59	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Non-social	1	60	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	61	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	62	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	63	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	64	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	65	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	66	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	67	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	68	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	69	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	70	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	71	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	72	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	73	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	74	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	75	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	76	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	77	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	78	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	79	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	80	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	81	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	82	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	83	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	84	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	85	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	86	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	87	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	88	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	89	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	90	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	91	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	92	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	0	Social	0	93	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	94	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	95	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	96	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	97	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	0	Social	0	98	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	99	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	100	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	101	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	102	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	circle	8	Social	1	103	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	104	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	105	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	106	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	107	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	108	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	109	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	110	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	111	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	10	Social	1	112	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	113	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	0	Social	0	114	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	10	Social	1	115	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	square	10	Social	1	116	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	circle	0	Social	0	117	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	10	triangle	0	Social	0	118	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	triangle	8	Social	1	119	sjn0vuuu
1	p2nvj41j	1	0	1	0	1	12	circle	8	Social	1	120	sjn0vuuu
1	71heygvn	1	0	1	0	1	8	triangle	12	Non-social	1	1	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	2	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	3	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	0	Non-social	0	4	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Non-social	1	5	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Non-social	1	6	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Non-social	0	7	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Non-social	1	8	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Non-social	1	9	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	0	Non-social	0	10	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Non-social	1	11	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	12	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Non-social	1	13	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	0	Non-social	0	14	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	15	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	16	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	17	yn1mq78e
1	71heygvn	1	0	1	0	1	9	circle	11	Non-social	1	18	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	19	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Non-social	1	20	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Non-social	0	21	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	22	yn1mq78e
